Título,Nota,N_Avaliações,Desconto,Marca,Material,Gênero,Temporada,Qtd_Vendidos,Preço,Nota_MinMax,N_Avaliações_MinMax,Desconto_MinMax,Preço_MinMax,Marca_Cod,Material_Cod,Temporada_Cod,Qtd_Vendidos_Cod,Marca_Freq,Material_Freq
Kit 30 Pçs Enxoval Bebes Roupas Para Recem Nascido Atacado,4.6,919.0,18.0,batutinhas baby,Desconhecido,Bebês,não definido,1000.0,146.27,0.8518518518518517,0.1011458792419568,0.2131147540983606,0.2308754817366393,108,178,1,1000.0,0.0063665302410186,0.0
Short Estampado Mandala Feminino Adulto Praia Academia,4.560936497754971,0.0,0.0,parolli,poliéster,Feminino,primavera/verão,3.0,19.99,0.0,0.0,0.0,0.0155349408273933,596,122,7,3.0,0.0031832651205093,0.1173260572987721
Kit 4 Calças Moletom Infantil Tamanho 1 Ao 8 Calça Moleton,4.2,608.0,0.0,colbacho,85% algodão 15% outras fibras,Meninos,outono/inverno,1000.0,57.68,0.7037037037037038,0.0668796826795945,0.0,0.0798062821868285,192,11,3,1000.0,0.0054570259208731,0.0009095043201455
1000 Lacres De Autenticidade Inviolável Tag Roupa Segurança,5.0,50.0,10.0,man aviamentos,Desconhecido,Sem gênero,não definido,1000.0,44.38,1.0,0.005398854120758,0.0819672131147541,0.0571262917362982,481,178,1,1000.0,0.0004547521600727,0.0
Kit Pintores Macacão De Proteção Luva Óculos Respirador Epi,4.0,45.0,7.0,teknoluvas,poliéster,Masculino,não definido,100.0,73.8,0.6296296296296297,0.004847950639048,0.0327868852459016,0.1072951127178472,750,122,1,100.0,0.0004547521600727,0.1173260572987721
Kit 6 Short Básico Plus Size Liso Fitnes Cós Alto Ginástica,4.560936497754971,0.0,0.0,kit shorts feminino fitness academia atacado,poliéster,Feminino,primavera/verão,5.0,102.70571283095724,0.0,0.0,0.0,0.0,414,122,7,5.0,0.0009095043201455,0.1173260572987721
Cabide Infantil Plástico Baby Colorido 32 Unidades,4.4,14.0,6.0,g.e utilidades,Desconhecido,Bebês,não definido,100.0,23.55,0.777777777777778,0.001432349052446,0.0163934426229508,0.0216056751133999,317,178,1,100.0,0.0009095043201455,0.0
Calça Jeans Colada Com Elastano Roupa Feminina + Cinto,3.9,7.0,0.0,shop smille,jean,Feminino,não definido,100.0,119.9,0.5925925925925927,0.000661084178052,0.0,0.1859077111967532,704,74,1,100.0,0.0013642564802182,0.0254661209640745
Kit 3 Cuecas Boxer Lupo Tamanho Plus Size Masculina Original,4.4,127.0,29.0,lupo,algodão,Masculino,outono/inverno,1000.0,99.99,0.777777777777778,0.0138827677390921,0.3934426229508196,0.1519559360185532,463,25,3,1000.0,0.0422919508867667,0.176443838108231
Kit 3 Bermudas Jeans Masculina Lycra Elastano - Plus Size,4.6,42.0,20.0,galanteador,algodão,Masculino,primavera/verão,500.0,248.54,0.8518518518518517,0.004517408550022,0.2459016393442623,0.4052726714641383,320,25,7,0.0,0.0027285129604365,0.176443838108231
Macacão Segurança Proteção Química Laboratório Pintura Longo,4.2,30.0,10.0,steelflex epi tipo 6 roupa descartável,capuz laminado masculino feminino,Sem gênero,não definido,1000.0,25.63,0.7037037037037038,0.003195240193918,0.0819672131147541,0.0251526209883701,733,54,1,1000.0,0.0004547521600727,0.0004547521600727
Kit 3pçs Roupa Academia Calça Top Nadador Shorts Treinar,4.7,380.0,0.0,primon's,poliéster,Feminino,não definido,1000.0,78.9,0.888888888888889,0.0417584839136183,0.0,0.1159919511612837,625,122,1,1000.0,0.0004547521600727,0.1173260572987721
Kit 7 Calcinha Cós Elegante Cos Alto Conforto Microfibra Mb,4.2,29.0,0.0,mallbeck-calcinha confortavel - calcinha tanga-,microfibra,Feminino,não definido,100.0,49.11,0.7037037037037038,0.003085059497576,0.0,0.0651921830769755,476,101,1,100.0,0.0013642564802182,0.0300136425648021
Bermuda Invisível Sem Costura Para Vestidos E Roupa Justa,4.2,17.0,0.0,jolie rose,poliamida,Feminino,primavera/verão,100.0,36.1,0.7037037037037038,0.001762891141472,0.0,0.0430067187340131,391,116,7,100.0,0.0009095043201455,0.0195543428831286
Calça Feminina Pantalona Cintura Alta Cós Largo Duna Moda,4.4,14.0,18.0,própria,duna,Feminino,outono/inverno,100.0,72.36,0.777777777777778,0.001432349052446,0.2131147540983606,0.1048395348044064,633,60,3,100.0,0.0100045475216007,0.001819008640291
Kit Calcinha Bebê Estampada 10 Pçs 100% Algodão,4.5,17.0,0.0,baby chumbinho,Desconhecido,Bebês,não definido,100.0,102.70571283095724,0.8148148148148148,0.001762891141472,0.0,0.0,81,178,1,100.0,0.0009095043201455,0.0
Kit 15 Cueca Boxer Tamanho Especial Plus Size Microfibra,3.8,30.0,31.0,mallbeck combo roupa íntima masculina,microfibra,Masculino,não definido,100.0,149.43,0.5555555555555555,0.003195240193918,0.4262295081967213,0.2362641110466901,475,101,1,100.0,0.0004547521600727,0.0300136425648021
Bermuda Masculina Sport Fino Alfaiataria Sarja Premium Bege,4.4,36.0,0.0,multimarcas,sarja c/ elastano,Masculino,outono/inverno,100.0,78.41,0.777777777777778,0.00385632437197,0.0,0.1151563725657378,543,139,3,100.0,0.0118235561618917,0.0009095043201455
Kit 3 Calças Jogger Masculina Jeans Com Punho Elastico,4.3,779.0,0.0,gbgsports,sarja,Masculino,outono/inverno,1000.0,182.8,0.7407407407407406,0.0857205817540767,0.0,0.2931687186658027,324,138,3,1000.0,0.0059117780809458,0.0154615734424738
Kit 2 Calça Jeans Masculina Jogger Camuflada Sarja Elástico,4.3,215.0,10.0,gbgsports,sarja,Masculino,outono/inverno,1000.0,134.32,0.7407407407407406,0.0235786690171881,0.0819672131147541,0.2104975955799597,324,138,3,1000.0,0.0059117780809458,0.0154615734424738
Fita Dupla Face P/ Roupas Fashion 20 Peças 8.5cmx1.2cm,4.0,29.0,15.0,dcdycdu,Desconhecido,Feminino,não definido,500.0,39.77,0.6296296296296297,0.003085059497576,0.1639344262295082,0.0492650318884076,218,178,1,0.0,0.0013642564802182,0.0
Kit Roupa De Bebe 42 Peças Enxoval Maternidade Body E Mijão,4.6,44.0,11.0,batutinhas baby,Desconhecido,Bebês,outono/inverno,100.0,216.12,0.8518518518518517,0.004737769942706,0.0983606557377049,0.3499880631629208,108,178,3,100.0,0.0063665302410186,0.0
Short Saia Feminino Fila Básico,4.560936497754971,0.0,0.0,fila,poliamida,Feminino,outono/inverno,1.0,119.99,0.0,0.0,0.0,0.1860611848163432,298,116,3,1.0,0.0022737608003638,0.0195543428831286
Collant Meia Manga Ballet Infantil / Body Balé,4.9,113.0,0.0,ludilí,Desconhecido,Feminino,não definido,1000.0,39.59,0.9629629629629632,0.0123402379903041,0.0,0.0489580846492275,459,178,1,1000.0,0.0013642564802182,0.0
Calça Jeans Plus Size Skinny Feminina Com Lycra Cintura Alta,4.560936497754971,0.0,0.0,stillger,algodão,Feminino,outono/inverno,5.0,78.32,0.0,0.0,0.0,0.1150028989461478,736,25,3,5.0,0.0327421555252387,0.176443838108231
Kit Conjunto Infantil Menina Verão 08 Peças Envio Imediato,4.4,711.0,11.0,não definido,Desconhecido,Meninas,não definido,1000.0,113.37,0.777777777777778,0.0782282944028206,0.0983606557377049,0.1747723474642747,575,178,1,1000.0,0.0104592996816734,0.0
Kit 2 Cuecas/calcinha Treinamento Desfralde Premium Conforto,4.560936497754971,0.0,29.0,malana eco,Desconhecido,Bebês,não definido,5.0,139.32,0.0,0.0,0.3934426229508196,0.2190239077794072,474,178,1,5.0,0.0004547521600727,0.0
Short Saia Feminina adidas Skirt Essentials 3 Listras,4.560936497754971,0.0,36.0,adidas,elastano,Feminino,outono/inverno,1.0,229.99,0.0,0.0,0.5081967213114754,0.3736400532041881,13,62,3,1.0,0.0109140518417462,0.0045475216007276
Calça Oxford Branco Elastico Umbanda Açougue Religião,4.5,2.0,0.0,b2j,poliéster,Sem gênero,primavera/verão,100.0,29.9,0.8148148148148148,0.000110180696342,0.0,0.0324340916066982,79,122,7,100.0,0.0004547521600727,0.1173260572987721
Lacre De Autenticidade Segurança Inviolável Tag Roupas 1.000,5.0,4.0,0.0,lacres de autenticidade tag de roupas segurança kit 1.000un,Desconhecido,Sem gênero,não definido,100.0,29.9,1.0,0.000330542089026,0.0,0.0324340916066982,423,178,1,100.0,0.0022737608003638,0.0
Calça Leg Lisa Cós Alto Suplex,4.6,262.0,5.0,valen modas,tecido suplex,Feminino,não definido,1000.0,30.4,0.8518518518518517,0.0287571617452622,0.0,0.033286722826643,795,162,1,1000.0,0.0004547521600727,0.0009095043201455
Calça Fé Roupe Abrigo Religião Abrigo Fé Cruz Promoção,4.560936497754971,0.0,10.0,gr.ecommerce,algodão\poliester,Masculino,outono/inverno,5.0,68.09,0.0,0.0,0.0819672131147541,0.0975580641860782,338,39,3,5.0,0.0009095043201455,0.0004547521600727
Conjunto Infantil Safari Baby Bebe Roupa Menino Festa,4.9,36.0,0.0,leãozinho kids,Desconhecido,Bebês,não definido,100.0,89.99,0.9629629629629632,0.00385632437197,0.0,0.1349033116196582,437,178,1,100.0,0.001819008640291,0.0
Cinto De Hidratação 230ml,4.560936497754971,0.0,0.0,kalenji,Desconhecido,Masculino,não definido,3.0,95.99,0.0,0.0,0.0,0.1451348862589952,401,178,1,3.0,0.0004547521600727,0.0
Calça Masculina Esportiva Slim Jogger Zíper Na Barra Tactel,4.0,6.0,8.0,tactel slim,poliéster,Masculino,outono/inverno,50.0,59.1,0.6296296296296297,0.00055090348171,0.0491803278688524,0.0822277548514716,747,122,3,50.0,0.0004547521600727,0.1173260572987721
Cabide Infantil 10 Unidades Buba - Rosa,4.560936497754971,0.0,0.0,buba,Desconhecido,Bebês,não definido,2.0,29.99,0.0,0.0,0.0,0.0325875652262883,150,178,1,2.0,0.0045475216007276,0.0
Conjunto Térmico Feminino Blusa E Calça Segunda Pele Roupa,4.1,120.0,0.0,bogu,composição: 92% poliester 8% spandex,Feminino,outono/inverno,500.0,102.70571283095724,0.6666666666666666,0.0131115028646981,0.0,0.0,139,55,3,0.0,0.0009095043201455,0.0045475216007276
Macacão Apicultor Roupa Proteção Abelha Com Máscara + Brinde,4.4,181.0,10.0,celi,Desconhecido,Sem gênero,não definido,1000.0,179.95,0.777777777777778,0.0198325253415601,0.0819672131147541,0.2883087207121175,177,178,1,1000.0,0.0077307867212369,0.0
Short Masculino adidas Sports Club,4.560936497754971,0.0,0.0,adidas,elastano,Masculino,outono/inverno,4.0,349.99,0.0,0.0,0.0,0.5782715459909281,13,62,3,4.0,0.0109140518417462,0.0045475216007276
Kit 10 Calças Tactel Grosso 3 Bolsos Qualidade 4 Cabos,4.8,38.0,0.0,c. surf,poliéster,Masculino,primavera/verão,100.0,102.70571283095724,0.925925925925926,0.004076685764654,0.0,0.0,156,122,7,100.0,0.0045475216007276,0.1173260572987721
Kit 5 Camisetas Masculinas Roupa Atacado Entrega Rápida,4.8,83.0,15.0,zaroc,algodão,Masculino,não definido,500.0,129.65,0.925925925925926,0.009034817100044,0.1639344262295082,0.2025340199856758,831,25,1,0.0,0.0009095043201455,0.176443838108231
Kit 4 Cuecas Boxer Puma Masculina Box Sem Costura Original,4.8,301.0,19.0,puma,poliamida,Masculino,outono/inverno,1000.0,160.89,0.925925925925926,0.0330542089026002,0.2295081967213114,0.2558064186078237,636,116,3,1000.0,0.001819008640291,0.0195543428831286
Kit C/23 Pcs Body Mijão Liso Estampado Enxoval Roupa De Bebê,4.4,575.0,15.0,volitare,Desconhecido,Bebês,não definido,1000.0,114.43,0.777777777777778,0.0632437197003085,0.1639344262295082,0.1765799256505576,810,178,1,1000.0,0.0004547521600727,0.0
Calca Skinny Jogger Feminina Bengaline Cordao Roupa Top,5.0,3.0,0.0,outras,bengaline,Feminino,primavera/verão,25.0,40.99,1.0,0.000220361392684,0.0,0.0513454520650728,584,41,7,25.0,0.003638017280582,0.003638017280582
Kit 10 Calcinhas Conforto Tanga Promoção Moda Íntima.,4.1,35.0,20.0,mallbeck-calcinha confortavel - calcinha tanga-,microfibra,Feminino,não definido,100.0,44.9,0.6666666666666666,0.003746143675628,0.2459016393442623,0.0580130282050407,476,101,1,100.0,0.0013642564802182,0.0300136425648021
Kit 2 Calça Legging Flanelada Forrada Peluciada Inverno,4.0,258.0,10.0,genérica,poliéster,Feminino,não definido,1000.0,46.29,0.6296296296296297,0.0283164389598942,0.0819672131147541,0.0603833429964871,327,122,1,1000.0,0.0095497953615279,0.1173260572987721
Calça Jeans Cintura Alta Skinny Levanta Bumbum,4.560936497754971,0.0,46.0,naraka,algodão,Feminino,outono/inverno,5.0,99.9,0.0,0.0,0.6721311475409837,0.1518024623989632,561,25,3,5.0,0.0004547521600727,0.176443838108231
Kit C/3 Cueca Calcinha Treinamento Desfralde Training Pants,4.4,70.0,0.0,importada,Desconhecido,Bebês,não definido,500.0,78.9,0.777777777777778,0.007602468047598,0.0,0.1159919511612837,366,178,1,0.0,0.001819008640291,0.0
Blusa Térmica Flanelada Para Inverno Frio Manga Longa Linda,4.5,303.0,6.0,roupas térmicas,Desconhecido,Feminino,outono/inverno,1000.0,36.68,0.8148148148148148,0.0332745702952842,0.0163934426229508,0.043995770949149,674,178,3,1000.0,0.001819008640291,0.0
Roupas Juvenil Feminina Calça Jogger Kit 2 Peças Blogueira,4.3,55.0,0.0,ak fashion kids,bengaline,Meninas,outono/inverno,100.0,129.9,0.7407407407407406,0.005949757602468,0.0,0.2029603355956482,19,41,3,100.0,0.0027285129604365,0.003638017280582
Óculos De Sol Infantil Baby Color Com Proteção Uva/uvb Buba,5.0,7.0,10.0,buba,Desconhecido,Bebês,não definido,100.0,58.01,1.0,0.000661084178052,0.0819672131147541,0.0803690187919921,150,178,1,100.0,0.0045475216007276,0.0
Kit Com 6 Cuecas Algodão Marca Mash - Box Masculina Cotton,4.7,93.0,21.0,mash,algodão,Masculino,primavera-verão outono-inverno,500.0,149.49,0.888888888888889,0.010136624063464,0.2622950819672131,0.2363664267930834,494,25,6,0.0,0.0109140518417462,0.176443838108231
Kit 2 Calças Flare Jeans Feminina Cintura Alta Plus Size,4.9,28.0,0.0,fofinha modas,algodão,Feminino,não definido,100.0,179.77,0.9629629629629632,0.002974878801234,0.0,0.2880017734729375,307,25,1,100.0,0.0004547521600727,0.176443838108231
Organizador Necessaire Mala Kit 6 Pratico Look Roupas Viagem,4.3,4.0,0.0,multimarcas,nylon,Sem gênero,não definido,50.0,30.9,0.7407407407407406,0.000330542089026,0.0,0.0341393540465877,543,109,1,50.0,0.0118235561618917,0.0004547521600727
Kit 10 Cuecas Boxer Lupo Original Box Masculino Microfibra,4.9,79.0,21.0,lupo,poliamida,Masculino,não definido,500.0,306.89,0.9629629629629632,0.008594094314676,0.2622950819672131,0.5047747348316907,463,116,1,0.0,0.0422919508867667,0.0195543428831286
Kit 3 Calcinha Ou Cueca De Desfralde Menino Menina P M G,4.3,95.0,0.0,importada,Desconhecido,Bebês,não definido,1000.0,78.9,0.7407407407407406,0.010356985456148,0.0,0.1159919511612837,366,178,1,1000.0,0.001819008640291,0.0
Calça Masculina Térmica Roupa De Frio Segunda Pele Legging.,4.5,204.0,29.0,importchin,poliéster,Masculino,outono/inverno,1000.0,56.09,0.8148148148148148,0.0223666813574261,0.3934426229508196,0.0770949149074042,368,122,3,1000.0,0.0013642564802182,0.1173260572987721
Short Jeans Feminino Cintura Alta Com Lycra Barra Desfiada,4.4,237.0,6.0,stillger,algodão,Feminino,primavera/verão,1000.0,44.29,0.777777777777778,0.0260026443367122,0.0163934426229508,0.0569728181167081,736,25,7,1000.0,0.0327421555252387,0.176443838108231
Lacre De Autenticidade Segurança Inviolável Tag Roupas 1.000,4.9,70.0,36.0,lacres de autenticidade tag de roupas segurança kit 1.000un,Desconhecido,Sem gênero,não definido,1000.0,46.01,0.9629629629629632,0.007602468047598,0.5081967213114754,0.0599058695133181,423,178,1,1000.0,0.0022737608003638,0.0
Bermuda Masculina adidas Club Graphic,4.560936497754971,0.0,0.0,adidas,reciclado,Masculino,outono/inverno,1.0,169.99,0.0,0.0,0.0,0.2713243068108182,13,130,3,1.0,0.0109140518417462,0.001819008640291
Kit 3 Cuecas Lupo Slip Masculina Algodão Promoção Original,4.6,257.0,24.0,lupo,algodão,Masculino,outono/inverno,1000.0,78.89,0.8518518518518517,0.0282062582635522,0.3114754098360656,0.1159748985368848,463,25,3,1000.0,0.0422919508867667,0.176443838108231
Collant Meia Manga Ballet Infantil / Body Balé Rosa,4.9,69.0,12.0,ludilí,Desconhecido,Feminino,não definido,500.0,39.19,0.9629629629629632,0.007492287351256,0.1147540983606557,0.0482759796732717,459,178,1,0.0,0.0013642564802182,0.0
Correntinhas Para Tag De Roupas Confecção 100 Unidades,4.9,79.0,0.0,russo art,Desconhecido,Não Informado,não definido,1000.0,41.99,0.9629629629629632,0.008594094314676,0.0,0.0530507145049623,681,178,1,1000.0,0.0004547521600727,0.0
Short Bermuda Pilates Tecnodots Preto Cinza,4.560936497754971,0.0,0.0,overfame,poliéster,Sem gênero,primavera/verão,5.0,99.9,0.0,0.0,0.0,0.1518024623989632,587,122,7,5.0,0.0022737608003638,0.1173260572987721
Calça Preta Wide Leg Feminina Pantalona Cintura Alta Lycra,4.560936497754971,0.0,0.0,stillger,algodão,Feminino,outono/inverno,5.0,62.99,0.0,0.0,0.0,0.0888612257426418,736,25,3,5.0,0.0327421555252387,0.176443838108231
Conjunto Infantil Rei Leao Bebe Roupa Menino Festa,4.8,23.0,0.0,não definido,Desconhecido,Bebês,não definido,100.0,89.99,0.925925925925926,0.002423975319524,0.0,0.1349033116196582,575,178,1,100.0,0.0104592996816734,0.0
Shorts Masculino Design 4 Move adidas,4.7,19.0,30.0,adidas,poliéster,Masculino,primavera/verão,100.0,199.99,0.888888888888889,0.001983252534156,0.4098360655737705,0.3224821800075031,13,122,7,100.0,0.0109140518417462,0.1173260572987721
Par De Compressor De Coxa Unissex Adulto Top Rio Protetor,4.5,12.0,0.0,top rio,Desconhecido,Sem gênero,não definido,100.0,21.99,0.8148148148148148,0.001211987659762,0.0,0.0189454657071723,775,178,1,100.0,0.0004547521600727,0.0
Roupa De Inverno Jogger Masculina Swag Skinny Calça Moletom,4.1,72.0,0.0,dmuniz,algodão,Sem gênero,outono/inverno,500.0,79.9,0.6666666666666666,0.007822829440282,0.0,0.1176972136011732,240,25,3,0.0,0.0004547521600727,0.176443838108231
Bermuda Termica Masculina Mormaii Preto 1263 Ciclista,4.560936497754971,0.0,0.0,mormaii,poliamida,Masculino,não definido,5.0,59.9,0.0,0.0,0.0,0.0835919648033832,538,116,1,5.0,0.0009095043201455,0.0195543428831286
Pagãozinho Recén Nascido Roupa Para Bebê Kit 4 Conjuntos,4.560936497754971,0.0,0.0,loukids,Desconhecido,Bebês,não definido,2.0,78.32,0.0,0.0,0.0,0.1150028989461478,455,178,1,2.0,0.0004547521600727,0.0
Roupa Naruto Akatsuki Cosplay Itachi Postagem 24h Promoção,4.7,139.0,21.0,genérica,poliéster,Sem gênero,outono/inverno,1000.0,75.03,0.888888888888889,0.0152049360951961,0.2622950819672131,0.1093925855189113,327,122,3,1000.0,0.0095497953615279,0.1173260572987721
Macacao Roupa Apicultor Tirar Abelha Algodao Luva Anti Suor,4.560936497754971,0.0,0.0,própria,Desconhecido,Sem gênero,não definido,100.0,208.88,0.0,0.0,0.0,0.3376419630981208,633,178,1,100.0,0.0100045475216007,0.0
3 Conjuntos Fitness Feminino Top + Short Roupas Academia A11,4.4,286.0,19.0,akorio,poliéster,Feminino,primavera/verão,1000.0,129.21,0.777777777777778,0.0314014984574702,0.2295081967213114,0.2017837045121244,21,122,7,1000.0,0.0045475216007276,0.1173260572987721
Calça Jeans Feminina Plus Size Cintura Alta Média C Lycra,4.8,189.0,0.0,variados moda feminina,jeans denin,Meninas,primavera/verão,1000.0,119.11,0.925925925925926,0.0207139709122961,0.0,0.1845605538692405,797,80,7,1000.0,0.0027285129604365,0.0004547521600727
Kit 9 Cuecas Lupo Slip Masculino Algodão Atacado Original,4.4,165.0,26.0,lupo,algodão,Masculino,outono/inverno,1000.0,229.89,0.777777777777778,0.0180696342000881,0.3442622950819672,0.3734695269601991,463,25,3,1000.0,0.0422919508867667,0.176443838108231
Pochete Neoprene Corrida / Ciclismo Progne,4.8,56.0,0.0,progne,Desconhecido,Sem gênero,não definido,500.0,45.78,0.925925925925926,0.00605993829881,0.0,0.0595136591521435,629,178,1,0.0,0.0004547521600727,0.0
Short Jeans Feminino Com Cinto Fivela Country Cintura Alta,4.2,5.0,10.0,maria do carmo denim,jeans,Feminino,primavera/verão,50.0,80.36,0.7037037037037038,0.000440722785368,0.0819672131147541,0.1184816343235224,488,75,7,50.0,0.003638017280582,0.0300136425648021
Kit C/23 Peças Body + Mijão Roupas Bebê Maternidade Enxoval,4.5,150.0,8.0,batutinhas baby,Desconhecido,Bebês,primavera/verão,500.0,99.99,0.8148148148148148,0.0164169237549581,0.0491803278688524,0.1519559360185532,108,178,7,0.0,0.0063665302410186,0.0
Calça Feminina Forrada Casual Trabalho Uniforme,5.0,2.0,0.0,parolli,poliéster,Feminino,outono/inverno,50.0,39.99,1.0,0.000110180696342,0.0,0.0496401896251833,596,122,3,50.0,0.0031832651205093,0.1173260572987721
Pijama Cirúrgico Oxford Unissex Básico Bordamos Gratis,4.0,55.0,0.0,rose carcelin - vestimenta médica,oxford,Sem gênero,não definido,500.0,78.97,0.6296296296296297,0.005949757602468,0.0,0.1161113195320759,654,111,1,0.0,0.0013642564802182,0.0031832651205093
